0,0_smooth,anomaly
54.21250941974378,54.21250941974378,1
54.98116051243406,54.59683496608892,1
55.28259231348906,54.825420748555636,1
54.740015071590044,54.80406932931424,1
53.594574227581006,54.56217030896759,1
51.87641296156743,54.1145440844009,1
49.85681989449887,53.50629777155775,1
48.138658628485295,52.83534287867369,1
46.29992464204973,52.10918529682659,1
44.792765636774675,51.37754333082139,1
43.602110022607384,50.6706857573474,1
43.25546345139412,50.052750565184624,0
43.72268274302939,49.565822271172685,0
44.83798040693293,49.22811928086984,0
46.631499623210246,49.05501130369253,0
48.37980406932931,49.012810851544835,0
50.47475508666164,49.09880757125759,0
52.37377543330821,49.280750230260395,0
54.00150715900527,49.52921112124697,0
55.388093443858324,49.822155237377544,0
55.91559909570458,50.11231923063121,0
55.779954785229826,50.36993902856751,1
54.83044461190655,50.56387405393007,1
53.38357196684249,50.68136146696809,1
51.71062547098718,50.72253202712886,1
49.79653353428786,50.68691670048112,1
48.108515448379805,50.591420357810705,1
46.07385079125847,50.430078587576695,1
44.23511680482291,50.2164592157576,0
42.92388847023361,49.97337352424014,0
42.01959306706857,49.71679996110557,0
42.140165787490574,49.4800301431801,0
42.59231348907309,49.27131145669201,0
43.511680482290885,49.10191054568021,0
45.15448379804069,48.98912692431908,0
47.174076865109264,48.93870886711881,0
49.6608892238131,48.95822725513757,0
51.69555388093443,49.03026216634276,0
52.946495855312726,49.13067841477788,0
53.57950263752825,49.241899020346644,0
53.458929917106246,49.34475343246273,0
53.20271288620949,49.43660960993289,0
52.46420497362472,49.50701880443735,0
51.27354935945741,49.54716722614235,0
49.841748304446114,49.55371347232688,0
47.85229841748304,49.51672618852593,0
46.39035418236623,49.45020763520338,0
45.320271288620944,49.364167294649576,0
44.95855312735493,49.274256801439485,0
45.3353428786737,49.19547852298417,0
45.68198944988696,49.12658658037442,0
46.66164280331575,49.07918381543099,0
47.897513187641295,49.05688814320854,0
49.5704596834966,49.06639872728794,0
51.60512434061793,49.11255737480304,0
53.05199698568198,49.18290451071159,0
54.091936699321764,49.26902788244159,0
54.61944235116805,49.361276407764464,0
54.574227581009794,49.44963151239574,0
54.091936699321764,49.527003265511176,0
53.3232856066315,49.58923740225085,0
51.9819140919367,49.627828961761914,0
50.113036925395626,49.635530675470385,0
48.62094951017331,49.61967784476262,0
47.70158251695553,49.59016868587327,0
47.50565184626978,49.55858509739444,0
47.83722682743029,49.53289318291736,0
48.2592313489073,49.51416286182898,0
48.77166541070083,49.503402029203926,0
49.32931424265259,49.500915060824624,0
50.113036925395626,49.50953649553689,0
51.16804822908816,49.5325713807251,0
51.74076865109269,49.56282065840138,0
51.49962321024867,49.588993665858766,0
50.776186887716655,49.60482290881688,0
49.94724943481536,49.60932852100107,0
49.3594574227581,49.60608344180311,0
49.07309721175584,49.59925028500763,0
48.786737000753575,49.58896530672593,0
48.455162019593054,49.574792765636765,0
48.2592313489073,49.5585512666648,0
48.349660889223806,49.54380870108625,0
48.72645064054257,49.533961013609826,0
49.01281085154483,49.52775684501381,0
48.93745290128108,49.5208120927346,0
48.289374529012804,49.506493051295976,0
47.40015071590053,49.482282219854646,0
46.767143933685006,49.45142837569363,0
46.31499623210249,49.416187565091484,0
46.28485305199698,49.38139495939043,0
46.49585531273549,49.34968573250411,0
46.66164280331575,49.32046787457815,0
47.11379050489826,49.29674016092569,0
47.82215523737754,49.28105308727091,0
48.68123587038432,49.27473922183,0
49.40467219291635,49.27609269027882,0
49.76639035418236,49.28114730537061,0
49.615674453654854,49.28456084770004,0
49.19366993217783,49.28364275764426,0
48.68123587038432,49.27761868877166,0
47.972871137905045,49.215222305953276,0
46.91785983421251,49.134589299171054,0
45.71213262999246,49.0388847023361,0
44.71740768651093,48.9386586284853,0
44.23511680482291,48.845064054257726,0
44.46119065561417,48.77091183119819,0
45.10926902788243,48.72343632253202,0
45.98342125094197,48.70188394875659,0
46.72192916352675,48.706103993971354,0
47.44536548605877,48.7326299924642,0
48.33458929917106,48.77995478522984,0
49.26902788244159,48.84009042954031,0
50.38432554634513,48.90670685757346,0
50.7912584777694,48.966239638281834,0
50.866616428033154,49.008590806330055,0
50.70082893745289,49.0318010550113,0
50.08289374529012,49.02788244159758,0
49.691032403918605,49.00105501130369,0
48.83195177091183,48.94935945742275,0
48.07837226827429,48.876262245666915,0
47.86737000753579,48.79577995478523,0
47.79201205727204,48.715900527505646,0
48.425018839487564,48.65184626978145,0
49.32931424265259,48.61130369253956,0
50.21853805576488,48.596382818387326,0
51.228334589299166,48.61070082893744,0
51.74076865109269,48.647023360964575,0
52.4039186134137,48.710324039186126,0
52.795779954785225,48.79593067068575,0
52.73549359457422,48.894046721929165,0
52.31348907309721,48.99698568198944,0
51.13790504898266,49.08696307460436,0
50.23360964581762,49.16337603617181,0
49.58553127354936,49.224114544084394,0
50.83647324792765,49.280934438583266,0
52.418990203466464,49.33338357196684,0
53.624717407686504,49.37302185380557,0
54.28786737000754,49.3989449886963,0
53.42878673700074,49.40376789751318,0
53.232856066314994,49.400301431801054,0
51.19819140919366,49.37769404672193,0
46.90278824415975,49.31469480030143,0
42.15523737754333,49.211605124340615,0
37.73926149208741,49.07626224566691,0
34.74001507159005,48.925244913338354,0
33.971363978899774,48.78643556895252,0
35.53880934438583,48.677920120572715,0
38.658628485305194,48.61130369253956,0
42.6224566691786,48.587942727957795,0
47.56593820648079,48.61024868123586,0
54.498869630746036,48.69841748304446,0
61.688018085908055,48.84868123587038,0
67.41522230595326,49.04385832705349,0
70.06782215523737,49.24883195177091,0
69.55538809344387,49.42833458929917,0
65.69706103993971,49.55478522984175,0
59.773926149208734,49.61160512434061,0
53.03692539562923,49.59577995478522,0
44.00904295403165,49.490128108515435,0
35.689525244913334,49.30610399397136,0
28.500376789751314,49.057874905802564,0
24.62697814619442,48.78432554634514,0
25.25998492840994,48.53579502637528,0
27.85229841748304,48.32810851544838,0
