0,0_smooth,anomaly
44.27014984588153,44.27014984588153,1
44.376964629047514,44.32355723746452,1
44.825586718344674,44.490900397757905,1
45.564134647663806,44.75920896023438,1
46.53462324900052,45.114291817987606,1
47.468489638966034,45.50665812148401,1
48.17957090975676,45.888502805522975,1
48.41761528366954,46.20464186529129,1
48.475600451673934,46.45697059711159,1
48.49391155735954,46.66066469313638,1
48.45728934598834,46.82399420703202,1
48.62208929715873,46.97383546454258,1
48.93337809381389,47.124569512948064,1
49.62004455702383,47.302817730382046,1
50.892666402172914,47.5421409751681,1
52.44911038544877,47.848826563310645,1
53.94451734977264,48.20739660957312,1
55.36057618945891,48.60479547512232,1
56.138798181096824,49.00132193333151,0
56.29749443037202,49.366130558183535,0
55.69933164464247,49.66771156230063,0
53.95062105166784,49.86238926636277,0
51.61900692770165,49.93876394729055,0
48.81740775780511,49.892040772728656,0
45.78386791589099,49.727713858455154,0
43.36375011444441,49.48294602214705,0
41.59672841578417,49.19086388857805,0
41.026032288583025,48.8992627600068,0
41.61809137241737,48.64818788457268,1
43.067720572527236,48.462172307504495,1
46.015808587908566,48.38325734880785,1
49.665822321237826,48.42333750419629,1
53.57524338511307,48.57945586422408,1
57.44499038666952,48.84020687959011,0
60.173345133823666,49.164010829711074,0
61.74504837183752,49.51348409477014,0
62.05328531754509,49.85239764133163,0
60.32288583025605,50.127936804198065,0
57.185583056123534,50.30890209270897,0
52.80312509537034,50.3712576677755,0
47.59666737876522,50.3035847338972,0
42.44819483016449,50.11655164095119,0
37.49809259315775,49.823099104955986,0
34.049501022370066,49.464608239442676,0
32.06274605548265,49.07790019091023,0
31.971190527054656,48.70601519821771,1
34.7087008270516,48.4081999988312,1
39.594714194158755,48.22458571123386,1
46.41865291299173,48.18772993984117,1
54.661702322458574,48.31720938749351,1
62.990203558458205,48.604915155551645,1
70.38178655354473,49.02370114397459,0
75.82934049501023,49.5294679241828,0
78.2494582964568,50.061319597743434,0
77.43461409344768,50.559015861301695,0
72.86599322489089,50.95735474279436,0
65.29740287484358,51.2089345345847,0
56.10217596972563,51.29330076622506,0
45.83269753105258,51.20074816901875,0
36.35975218970305,50.95339823603015,0
28.44019898068178,50.58432939577854,0
22.855311746574287,50.13708717563008,0
20.98147526474807,49.674299684981165,0
22.528763695181127,49.25015068514053,0
27.723014007995843,48.918963967030614,0
36.03015228736229,48.7236789415811,1
45.765556810205396,48.6795278649934,1
56.242561113315226,48.79074894217461,0
65.86809900204473,49.03824676912924,0
73.14981536301767,49.38269774904193,0
77.66655476546525,49.78106193237184,0
78.58211004974517,50.181076489557576,0
75.92089602343822,50.53367675714498,0
69.83550523392437,50.79451227710147,0
61.17130039368877,50.93286945198929,0
51.76854762413403,50.94386521741225,0
42.57026886806848,50.83511721287532,0
34.83382671590319,50.62997246291414,0
29.322183904538097,50.36025362040305,0
26.264229255043187,50.05905331583605,0
26.352732932523576,49.76638269381985,0
29.566331980346078,49.52004061194822,0
35.59373760185552,49.352253828694096,0
43.69335001678518,49.28488592617137,0
52.24463637195959,49.31970651965123,0
60.33509323404645,49.447792411679075,0
67.14987640003662,49.651264641430316,0
72.11523789178138,49.90653706472976,0
75.09994811853389,50.189609099042165,0
75.09689626758629,50.46635673424821,0
72.14880825220496,50.70462543224774,0
66.60054322946867,50.87740714743492,0
59.20285653248696,50.96692810856451,0
51.66783654286324,50.97438458126981,0
44.456312753685104,50.90577329887418,0
38.389233069856864,50.77539267148859,0
33.71990112002929,50.59956286167973,0
30.365916928617203,50.39309708685256,0
29.438154240546886,50.181430997495944,0
30.61311685537278,49.9857478560747,0
33.970152897732476,49.882747886593215,0
39.53978087710196,49.83437604907376,0
45.70757164220099,49.843195898312324,0
52.18665120395519,49.909421063875236,0
58.36664937284463,50.02774132511368,0
63.49681081575975,50.18802453688161,0
67.53746147038177,50.381603442487865,0
69.24954985198524,50.58992278817102,0
68.5476241340373,50.79064302499466,0
65.70940275276955,50.96279793694875,0
60.863063447981204,51.086855677968686,0
55.3544724875637,51.15417950987274,0
49.29654835657826,51.157811212500384,0
42.927335428937646,51.09088412121952,0
37.247840815454566,50.95443586535234,0
32.221442304757836,50.75215918454543,0
29.175695059053307,50.50447096163823,0
28.86135441145054,50.23947874385814,0
30.707724234748373,49.985168004394666,0
35.065767387920765,49.77285073397015,0
40.571306497390665,49.62157048249764,0
46.7177343058565,49.54924161503952,0
53.688161870174255,49.569933164464246,0
59.84069338053529,49.68016602069154,0
65.1203955198828,49.87353129673147,0
68.39808343760491,50.12387462996307,0
68.73989074373608,50.39530625324259,0
66.91793572801905,50.65422528763695,0
62.47444074831385,50.86278878139591,0
56.602679525132,50.998138370921964,0
50.132755516220584,51.03930784020508,0
42.988372447889645,50.972533341471596,0
36.75344096194342,50.804315317239904,0
31.699575792718278,50.546861171300385,0
28.507339701528977,50.23020111697744,0
28.183843501083405,49.89458906826991,0
29.773857844782853,49.571794793542274,0
33.610034485915705,49.30466628009888,0
39.15524765770439,49.12436292611469,0
45.53361613818781,49.051667836542855,0
52.96182134464552,49.10531937620166,0
59.86816003906369,49.27951902829065,0
