0,0_smooth,anomaly
54.40084835630965,54.40084835630965,0
61.15235065394131,57.77659950512548,0
70.16613644397313,61.906445151408036,1
74.58465889006717,65.07599858607281,1
71.01449275362319,66.26369741958288,1
65.88900671615411,66.20124896901143,1
66.66666666666666,66.2677372115336,1
70.66101095793567,66.81689642983386,1
73.55956168257335,67.56608145791603,1
71.1558854718982,67.92506185931424,1
65.5355249204666,67.70783122850992,1
58.43054082714739,66.93472369506303,1
59.87981618946624,66.39203850232482,1
68.68151290208554,66.55557238802201,1
69.74195828914812,66.76799811476376,1
64.26299045599151,66.61143513609049,1
51.89112760692826,65.74553469319859,1
42.45316366207141,64.4515140803582,1
45.528455284552855,63.45556361742108,1
53.69388476493461,62.967479674796756,1
63.1671968893602,62.976990018347394,1
65.04065040650406,63.070792763263604,1
59.84446800989749,62.930517773986814,1
58.607281724991154,62.750382938612,1
64.19229409685401,62.80805938494168,1
71.54471544715446,63.14408461810371,1
70.6256627783669,63.42118010552086,1
59.915164369035004,63.29596525778923,1
50.93672675857195,62.86978461988518,1
50.866030399434436,62.46965947920349,1
57.82962177447861,62.3199808435672,1
65.7476139978791,62.42709437963945,1
66.38388123011664,62.546997011472094,1
60.798868858253805,62.495581477553905,1
55.920820077765995,62.30773115184568,1
54.40084835630965,62.08809551863635,1
54.96641922940968,61.895617781089676,1
53.97667020148463,61.68722442373166,1
50.901378579003186,61.41066427386682,1
47.36656062212796,61.059561682573346,1
47.507953340402985,60.72903464983748,1
54.82502651113468,60.58846302748742,1
61.93001060445387,60.61966180834711,1
61.61187698833509,60.64221215334683,1
54.96641922940968,60.51608342170378,1
46.27076705549665,60.20640263113407,1
42.1703782255214,59.82265743101465,1
43.97313538352776,59.492459055025336,1
47.68469423824674,59.25148426284618,1
46.05867797808414,58.98762813715094,0
38.03464121597739,58.57678525634362,0
33.4393778720396,58.093373575876235,0
36.65606221279605,57.688896002987924,0
46.129374337221655,57.474830786955216,0
52.35065394132202,57.38166393521643,0
48.70979144574057,57.22680906933294,0
43.44291268999647,56.984986325835806,0
39.05973842347122,56.67593032751917,0
38.45881937080241,56.367165735032444,0
42.13503004595264,56.12996347354778,0
41.781548250265125,55.894743551854624,0
35.91375044185226,55.57246946943523,0
28.52598091198304,55.14316012725345,0
27.92506185931426,54.7178773418169,0
34.393778720395915,54.405198901487346,0
42.09968186638389,54.218751673682746,0
46.55355249204668,54.10434571574788,0
45.422410745846605,53.97667020148463,0
43.478260869565226,53.82451934160174,0
44.255920820077776,53.68782507700854,0
49.558147755390614,53.62966060768998,0
52.63343937787203,53.61582420172029,0
47.36656062212796,53.53021785131491,0
37.009544008483566,53.30696550208746,0
29.268292682926838,52.98644986449865,0
34.57051961823968,52.744134992837346,0
45.563803464121605,52.65088393402286,0
52.59809119830329,52.65020710407773,0
53.05761753269708,52.65536419811089,0
49.87628137150937,52.62062566277838,0
52.98692117355955,52.62514782957815,0
59.490986214209975,52.70887756597609,0
65.39413220219159,52.86171195918351,0
65.04065040650406,53.00669932165161,0
56.16825733474726,53.04389412180567,0
47.40190880169672,52.97828964133929,0
47.01307882644045,52.90972399978873,0
55.46129374337221,52.938719110511265,0
65.71226581831036,53.08224210722811,0
70.20148462354187,53.27245591296493,0
65.28808766348531,53.40449582231131,0
60.37469070342877,53.480258810149536,0
61.08165429480382,53.561994245468405,0
64.96995404736656,53.683355519956685,0
65.71226581831036,53.80997562836041,0
56.804524566984796,53.84116884647108,0
44.680098974902805,53.74672482717656,0
38.77695298692119,53.5939720532964,0
41.53411099328386,53.47215527491244,0
50.79533404029692,53.445387062566276,0
59.24354895722871,53.493814068575475,0
58.35984446800988,53.46588900671616,0
53.69388476493461,53.30116648992577,0
52.8101802757158,53.08342170378226,0
57.688229056203596,52.950159066808055,0
61.823966065747605,52.909508660304,0
57.688229056203596,52.81972428419937,0
48.70979144574057,52.600212089077424,0
40.22622834924002,52.26687875574408,0
42.13503004595264,51.97667020148463,0
51.785083068221994,51.83916578296218,0
58.71332626369742,51.841993637327676,0
57.264050901378575,51.815835984446814,0
50.866030399434436,51.63768115942029,0
47.8614351360905,51.41887592788972,0
49.16931778013433,51.26793920113114,0
52.880876634853294,51.27783669141039,0
49.734888653234364,51.35065394132202,0
38.17603393425239,51.277129727819016,0
28.349240014139284,51.02368328031107,0
26.758571933545433,50.65959703075292,0
37.186284906327344,50.38105337575115,0
52.63343937787203,50.3089430894309,0
59.84446800989749,50.32131495227996,0
59.632378932484976,50.27571580063627,0
56.16825733474726,50.121951219512205,0
55.95616825733474,49.97525627430187,0
60.58677978084128,49.98197242841994,0
62.495581477553905,50.09756097560976,0
58.32449628844114,50.17214563449982,0
46.37681159420291,50.057617532697066,0
38.211382113821145,49.782255213856494,0
39.8727465535525,49.51714386709085,0
46.306115235065405,49.37221633085896,0
55.28455284552846,49.36585365853659,0
54.789678331565916,49.36974195828916,0
49.16931778013433,49.31177094379639,0
48.815835984446814,49.26016260162603,0
54.648285613290916,49.2976316719689,0
64.51042771297278,49.46907034287735,0
64.96995404736656,49.64369034994698,0
57.15800636267232,49.66702014846235,0
47.8614351360905,49.526334393778725,0
44.962884411452826,49.359844468009896,0
53.623188405797094,49.34641215977377,0
65.7476139978791,49.541180629197605,0
73.02933898904207,49.84977023683281,0
70.16613644397313,50.111700247437255,0
67.05549664192294,50.30540827147402,0
70.23683280311064,50.54718981972429,0
73.59490986214209,50.90279250618593,0
