mean_Ia,std_Ia,max_Ia,min_Ia,rms_Ia,skew_Ia,kurtosis_Ia,energy_Ia,mean_Ib,std_Ib,max_Ib,min_Ib,rms_Ib,skew_Ib,kurtosis_Ib,energy_Ib,mean_Ic,std_Ic,max_Ic,min_Ic,rms_Ic,skew_Ic,kurtosis_Ic,energy_Ic,condition
-0.00040023593039139493,2.2684806448167985,3.20873904015662,-3.20850365975975,2.268480680124307,0.000383994335805266,-1.4999091349737093,514.6004596097238,0.001453206527424662,1.7972982474730939,2.54448915161358,-2.5437542557088,1.797298834968483,-0.0007745475378104235,-1.4997459679659704,323.02831021790666,-0.0015175922752298531,2.142333554355791,3.04589086431382,-3.04356337442928,2.1423340918738676,-0.000446653885531484,-1.5001144942850635,458.95953612050295,ITSC_C10
-0.00130971910380695,2.2640466698716053,3.19894041256543,-3.19899336308552,2.2640470486985986,0.0011755135318911186,-1.4998086736787302,512.5909038720835,0.001209370196216617,1.7914278025172679,2.54469554992452,-2.53600522041111,1.791428210732464,-0.00038589135614768136,-1.4998501438026006,320.92150342081175,-4.5079355639878745e-05,2.1341791566000037,3.01900793247185,-3.02617335599098,2.1341791570761,0.0011794113331829311,-1.500526922247487,455.4720674498053,ITSC_C10
-0.00035943945754440376,2.254132280325274,3.19873851461294,-3.19484856823736,2.254132308983025,0.0012362063842706167,-1.4996782574121423,508.1112466401144,0.0018392553168932802,1.7868858455074035,2.53535737491222,-2.53083759372854,1.7868867920869609,-0.0012133599060771792,-1.4993957849203123,319.29644077348297,-0.0010122989190959174,2.1386163840446857,3.02902627381948,-3.02711483376151,2.1386166236269344,0.00046461867404960186,-1.5004618448765286,457.3681062853468,ITSC_C10
-0.0025867297928950507,2.2743608011527385,3.22219946327884,-3.23366951115467,2.2743622721526027,0.0006851783725774005,-1.4999365021356141,517.272374499115,0.0006717691951297056,1.7892186785527415,2.5306968540927,-2.53193969743107,1.789218804661931,-0.00040191953413165827,-1.4998566341259836,320.13039309558695,-0.0005838126523961851,2.1297095179667918,3.01079606044848,-3.01658044942988,2.129709597986438,0.0011468302207748692,-1.5005053109455861,453.56629717555575,ITSC_C10
0.0006223150616470497,2.2690673756194597,3.23072271814757,-3.2179237418256,2.26906746095761,0.0009308986001366961,-1.4996714032567457,514.8667142376615,0.0018799855586388503,1.7957250243435394,2.54257020121205,-2.54144571093079,1.7957260084431887,-0.0009911058752469185,-1.4996416378509945,322.46318973993067,-0.00014987453633099167,2.1360939311283,3.02201075443842,-3.02429383110158,2.136093936386116,-0.00012850152608622232,-1.5000315028466054,456.28973050655327,ITSC_C10
-0.001617769175527921,2.251854179532868,3.19200230148997,-3.18858212680207,2.2518547606488197,0.002255505422504901,-1.4997859773232098,507.0849863056752,0.0005001852286097419,1.7929189760419562,2.54747427031835,-2.53624365017822,1.792919045812331,-0.00040968130084839254,-1.4997911101289474,321.45587048365996,-0.0004823962079276489,2.139471170324194,3.03344064809952,-3.04287904002114,2.139471224708217,0.0027551316404331406,-1.5005711332127143,457.7337121354478,ITSC_C10
-0.0007674220174563118,2.257215214257276,3.19223800600263,-3.200417968814,2.257215344713719,-0.00022296443324957885,-1.5000866503943984,509.50211124110723,0.001910278695648402,1.8041858939546613,2.5590790799733,-2.55740835132727,1.8041869052594512,-0.0009330558982681287,-1.4996459479032516,325.5090389109676,-0.0008756170439858635,2.1618116848789692,3.06446014175341,-3.06449379087243,2.1618118622082854,-0.00039292450707694625,-1.4999640356974417,467.3430527584454,ITSC_C10
-0.0011178254380062346,2.2619398315302135,3.20253843973784,-3.19855587093308,2.2619401077386287,0.0014594626261779226,-1.499975988525879,511.63730509966393,0.0010021623130971457,1.7961458915266006,2.54461885802082,-2.54353969613766,1.7961461711055666,-0.0005645656885369112,-1.4997800420219636,322.61410679771876,-0.0007028966596055386,2.1317078663871003,3.01151697155139,-3.016646540513,2.1317079822715765,0.0006042809345916995,-1.5002458159516252,454.4178921680357,ITSC_C10
-0.000500130771600511,2.2649725141657253,3.19982192219603,-3.2017627993326,2.2649725693829046,0.0007673916136602606,-1.5000012694880107,513.0100740056996,0.0008476701627256223,1.790655339972202,2.53349722418793,-2.536856305408,1.7906555406095463,-0.0005244589237313713,-1.4998001049100864,320.64472651156666,-0.0006310129908784434,2.136124576565977,3.01932912223434,-3.01856024639752,2.136124669766858,0.0008677647618001091,-1.5002085394103843,456.30286047865684,ITSC_C10
-0.0008807385503696641,2.250437057990831,3.18173948066654,-3.1931364832521,2.250437230335212,0.0007279902002735659,-1.5000764442750525,506.44677276788195,0.0027732807784824278,1.7995124576761121,2.54822145493898,-2.54606917959438,1.7995145946665165,-0.0014379525844390262,-1.4994614236846129,323.82527764177973,-0.0011374106615458168,2.1336237771032134,3.01871388721058,-3.02001406086197,2.13362408027356,0.0010765709255166778,-1.5002754598145187,455.23517159231955,ITSC_C10
-1.409378072001921e-05,2.205822763655722,3.12026204718228,-3.12140474393711,2.2058227637007475,0.0003075307973583103,-1.4999138391568938,486.5654064860404,-0.001239455079952112,1.8675674869297534,2.63736734329473,-2.64239418493642,1.867567898226463,0.0007379540390603357,-1.5002876371123055,348.78098544860086,0.0003303643185470695,2.061824431554686,2.9181322654198,-2.9172762216692,2.061824458021678,-0.0005703501150723457,-1.4996993649593118,425.1120095696387,ITSC_C10
0.0006515366950155511,2.1975821126643296,3.10729189754356,-3.10787342977505,2.1975822092477637,-0.0008105716977578962,-1.5001292613956967,482.9367566402283,-0.0006809763159871407,1.866180382660318,2.63761836055927,-2.63555669153462,1.8661805069057373,0.0003519765002090046,-1.5001056280507792,348.26296843549545,0.0006839083180093519,2.06697294867237,2.9265281937212,-2.9291337425375,2.066973061816225,-0.0002493723220739285,-1.499673665136072,427.2377638273939,ITSC_C10
0.0014749010414137253,2.2042921502476913,3.11277639802291,-3.11359342548517,2.204292643678845,-0.0015379034536696977,-1.5002267610840478,485.89060589766717,-2.1801916729211612e-05,1.855800070130923,2.62863843728505,-2.62855417660531,1.8558000702589874,0.00018040769482611198,-1.5000942393385321,344.39939007732625,-0.0004802940583867876,2.0574743612836928,2.92545882868243,-2.91540543046098,2.0574744173432924,-0.001301104682146059,-1.4994511204300005,423.320097802212,ITSC_C10
0.0003337373711095193,2.191797402629841,3.10509711298768,-3.10787663726111,2.1917974280383556,0.0006770513076095695,-1.4997277960895052,480.3975965555551,-0.0014968071818643347,1.8604836311588882,2.63862335537133,-2.64827079500065,1.860484233268829,0.0005044071288533667,-1.4999368308717096,346.1401582241902,2.825625443632518e-05,2.0392156655511062,2.88342001378079,-2.87983277985272,2.0392156657468714,-0.0003195825082293535,-1.4999123270055204,415.8400531427456,ITSC_C10
-6.405025873173375e-05,2.1884078082447265,3.09949064775555,-3.09246168243564,2.188407809182037,-0.0006374090787585419,-1.5001720438807549,478.91287392889234,-0.0003444067834658426,1.8686377551711832,2.65152689715433,-2.6458725913703,1.8686377869098205,0.0005322575876235915,-1.500211715328191,349.18071786672317,0.000229471861201056,2.041823796020815,2.88614708861768,-2.89030282886628,2.0418238089154963,0.000287249627506225,-1.499978410892901,416.9044466654186,ITSC_C10
0.0005487470154111151,2.19913903297764,3.11030755388159,-3.10944902458589,2.199139101441543,-0.0003108002014777334,-1.5000115235413718,483.62127874891166,-0.0014386800611194506,1.8523643476521152,2.62309606788617,-2.63211618818926,1.8523649063435,0.0005942793873403824,-1.500138486895114,343.12557462529634,0.0007829525661954273,2.0534266711742326,2.90229809629855,-2.90284384522081,2.053426820440507,-0.0005809450718106687,-1.4994324373020174,421.656170690441,ITSC_C10
0.0016197223868449483,2.180913579885249,3.08714930430216,-3.09240679709182,2.18091418135343,-0.0008754475066855035,-1.5000860858999556,475.63866664285024,0.0005522170717812713,1.8655458356026817,2.63955675420258,-2.6404952057279,1.8655459173331015,-0.000300732587514966,-1.499863235156368,348.0261569678203,-0.0001934412118369,2.046614788471291,2.89598914974848,-2.89699930868384,2.046614797613095,-0.0006474815279740207,-1.499679732634762,418.863212980889,ITSC_C10
0.00042983004367962206,2.185377381968462,3.09449399238378,-3.0938411819605,2.185377424238933,-0.0008873528850975423,-1.5002259127462785,477.58744863731954,-0.0006501561542431888,1.8577285852374783,2.63088498956933,-2.6258759060931,1.8577286990062538,0.0005029049433321756,-1.5002339374115963,345.11559191114685,-0.0002892233433749558,2.0379711574782813,2.88173533830322,-2.8843379629972,2.0379711780011776,-0.0002841956176363127,-1.4999351954855746,415.3326522363508,ITSC_C10
